"Subject","Task","Phase","Block","Trial","Practice","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","CorrResponse","Response","RT_ms","RT_sec","ACC"
19,"self-matching","Breaking",6,66,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","m",550,0.55,0
19,"self-matching","Breaking",6,67,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",677,0.677,1
19,"self-matching","Breaking",6,68,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",746,0.746,1
19,"self-matching","Breaking",6,69,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",582,0.582,1
19,"self-matching","Breaking",6,70,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",454,0.454,1
19,"self-matching","Breaking",6,71,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",374,0.374,1
19,"self-matching","Breaking",6,72,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",534,0.534,1
19,"self-matching","Breaking",6,73,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",342,0.342,1
19,"self-matching","Breaking",6,74,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",566,0.566,1
19,"self-matching","Breaking",6,75,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","n",806,0.806,0
19,"self-matching","Breaking",6,76,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",599,0.599,1
19,"self-matching","Breaking",6,77,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",983,0.983,1
19,"self-matching","Breaking",6,78,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","n",855,0.855,0
19,"self-matching","Breaking",6,79,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",567,0.567,1
19,"self-matching","Breaking",6,80,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",519,0.519,1
19,"self-matching","Breaking",6,81,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",823,0.823,1
19,"self-matching","Breaking",7,1,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",449,0.449,1
19,"self-matching","Breaking",7,2,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",833,0.833,1
19,"self-matching","Breaking",7,3,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",369,0.369,1
19,"self-matching","Breaking",7,4,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","n",353,0.353,0
19,"self-matching","Breaking",7,5,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",354,0.354,1
19,"self-matching","Breaking",7,6,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",722,0.722,1
19,"self-matching","Breaking",7,7,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",820,0.82,1
19,"self-matching","Breaking",7,8,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",514,0.514,1
19,"self-matching","Breaking",7,9,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",546,0.546,1
19,"self-matching","Breaking",7,10,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",466,0.466,1
19,"self-matching","Breaking",7,11,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",706,0.706,1
19,"self-matching","Breaking",7,12,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",739,0.739,1
19,"self-matching","Breaking",7,13,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",515,0.515,1
19,"self-matching","Breaking",7,14,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",467,0.467,1
19,"self-matching","Breaking",7,15,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",435,0.435,1
19,"self-matching","Breaking",7,16,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",787,0.787,1
19,"self-matching","Breaking",7,17,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",483,0.483,1
19,"self-matching","Breaking",7,18,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",755,0.755,1
19,"self-matching","Breaking",7,19,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","n",674,0.674,0
19,"self-matching","Breaking",7,20,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",691,0.691,1
19,"self-matching","Breaking",7,21,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",547,0.547,1
19,"self-matching","Breaking",7,22,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",627,0.627,1
19,"self-matching","Breaking",7,23,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",627,0.627,1
19,"self-matching","Breaking",7,24,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",419,0.419,1
19,"self-matching","Breaking",7,25,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",483,0.483,1
19,"self-matching","Breaking",7,26,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",1046,1.046,1
19,"self-matching","Breaking",7,27,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",531,0.531,1
19,"self-matching","Breaking",7,28,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",630,0.63,1
19,"self-matching","Breaking",7,29,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",420,0.42,1
19,"self-matching","Breaking",7,30,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",708,0.708,1
19,"self-matching","Breaking",7,31,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",756,0.756,1
19,"self-matching","Breaking",7,32,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",1012,1.012,1
19,"self-matching","Breaking",7,33,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",772,0.772,1
19,"self-matching","Breaking",7,34,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",484,0.484,1
19,"self-matching","Breaking",7,35,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",547,0.547,1
19,"self-matching","Breaking",7,36,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",644,0.644,1
19,"self-matching","Breaking",7,37,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",516,0.516,1
19,"self-matching","Breaking",7,38,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","n",500,0.5,0
19,"self-matching","Breaking",7,39,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n",NA,NA,NA,NA
19,"self-matching","Breaking",7,40,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",484,0.484,1
19,"self-matching","Breaking",7,41,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",852,0.852,1
19,"self-matching","Breaking",7,42,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",424,0.424,1
19,"self-matching","Breaking",7,43,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",356,0.356,1
19,"self-matching","Breaking",7,44,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",533,0.533,1
19,"self-matching","Breaking",7,45,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","m",805,0.805,0
19,"self-matching","Breaking",7,46,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",837,0.837,1
19,"self-matching","Breaking",7,47,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",709,0.709,1
19,"self-matching","Breaking",7,48,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",808,0.808,1
19,"self-matching","Breaking",7,49,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",949,0.949,1
19,"self-matching","Breaking",7,50,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",485,0.485,1
19,"self-matching","Breaking",7,51,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",437,0.437,1
19,"self-matching","Breaking",7,52,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",486,0.486,1
19,"self-matching","Breaking",7,53,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",757,0.757,1
19,"self-matching","Breaking",7,54,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n",NA,NA,NA,NA
19,"self-matching","Breaking",7,55,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",486,0.486,1
19,"self-matching","Breaking",7,56,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",485,0.485,1
19,"self-matching","Breaking",7,57,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",693,0.693,1
19,"self-matching","Breaking",7,58,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",533,0.533,1
19,"self-matching","Breaking",7,59,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","n",502,0.502,0
19,"self-matching","Breaking",7,60,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",566,0.566,1
19,"self-matching","Breaking",7,61,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",790,0.79,1
19,"self-matching","Breaking",7,62,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",982,0.982,1
19,"self-matching","Breaking",7,63,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",358,0.358,1
19,"self-matching","Breaking",7,64,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",454,0.454,1
19,"self-matching","Breaking",7,65,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",806,0.806,1
19,"self-matching","Breaking",7,66,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",886,0.886,1
19,"self-matching","Breaking",7,67,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",663,0.663,1
19,"self-matching","Breaking",7,68,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",551,0.551,1
19,"self-matching","Breaking",7,69,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",391,0.391,1
19,"self-matching","Breaking",7,70,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",743,0.743,1
19,"self-matching","Breaking",7,71,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n",NA,NA,NA,NA
19,"self-matching","Breaking",7,72,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",630,0.63,1
19,"self-matching","Breaking",7,73,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",470,0.47,1
19,"self-matching","Breaking",7,74,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",550,0.55,1
19,"self-matching","Breaking",7,75,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",551,0.551,1
19,"self-matching","Breaking",7,76,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",567,0.567,1
19,"self-matching","Breaking",7,77,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",536,0.536,1
19,"self-matching","Breaking",7,78,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",647,0.647,1
19,"self-matching","Breaking",7,79,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",551,0.551,1
19,"self-matching","Breaking",7,80,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",631,0.631,1
19,"self-matching","Breaking",7,81,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",887,0.887,1
19,"self-matching","Breaking",8,1,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",546,0.546,1
19,"self-matching","Breaking",8,2,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",273,0.273,1
19,"self-matching","Breaking",8,3,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",561,0.561,1
19,"self-matching","Breaking",8,4,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",498,0.498,1
19,"self-matching","Breaking",8,5,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",482,0.482,1
19,"self-matching","Breaking",8,6,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",887,0.887,1
19,"self-matching","Breaking",8,7,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",610,0.61,1
19,"self-matching","Breaking",8,8,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",402,0.402,1
19,"self-matching","Breaking",8,9,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",483,0.483,1
19,"self-matching","Breaking",8,10,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",498,0.498,1
19,"self-matching","Breaking",8,11,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",610,0.61,1
19,"self-matching","Breaking",8,12,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",515,0.515,1
19,"self-matching","Breaking",8,13,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",531,0.531,1
19,"self-matching","Breaking",8,14,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",419,0.419,1
19,"self-matching","Breaking",8,15,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",819,0.819,1
19,"self-matching","Breaking",8,16,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",675,0.675,1
19,"self-matching","Breaking",8,17,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",467,0.467,1
19,"self-matching","Breaking",8,18,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",631,0.631,1
19,"self-matching","Breaking",8,19,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","n",515,0.515,0
19,"self-matching","Breaking",8,20,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",793,0.793,1
19,"self-matching","Breaking",8,21,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",819,0.819,1
19,"self-matching","Breaking",8,22,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",788,0.788,1
19,"self-matching","Breaking",8,23,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",659,0.659,1
19,"self-matching","Breaking",8,24,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",707,0.707,1
19,"self-matching","Breaking",8,25,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",531,0.531,1
19,"self-matching","Breaking",8,26,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",855,0.855,1
19,"self-matching","Breaking",8,27,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",660,0.66,1
19,"self-matching","Breaking",8,28,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",516,0.516,1
19,"self-matching","Breaking",8,29,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",804,0.804,1
19,"self-matching","Breaking",8,30,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",740,0.74,1
19,"self-matching","Breaking",8,31,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",676,0.676,1
19,"self-matching","Breaking",8,32,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",356,0.356,1
19,"self-matching","Breaking",8,33,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",548,0.548,1
19,"self-matching","Breaking",8,34,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","n",724,0.724,0
19,"self-matching","Breaking",8,35,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",549,0.549,1
19,"self-matching","Breaking",8,36,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",548,0.548,1
19,"self-matching","Breaking",8,37,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",446,0.446,1
19,"self-matching","Breaking",8,38,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",574,0.574,1
19,"self-matching","Breaking",8,39,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",558,0.558,1
19,"self-matching","Breaking",8,40,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",478,0.478,1
19,"self-matching","Breaking",8,41,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",590,0.59,1
19,"self-matching","Breaking",8,42,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",446,0.446,1
19,"self-matching","Breaking",8,43,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",447,0.447,1
19,"self-matching","Breaking",8,44,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",671,0.671,1
19,"self-matching","Breaking",8,45,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",527,0.527,1
19,"self-matching","Breaking",8,46,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",425,0.425,1
19,"self-matching","Breaking",8,47,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",745,0.745,1
19,"self-matching","Breaking",8,48,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",473,0.473,1
19,"self-matching","Breaking",8,49,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",361,0.361,1
19,"self-matching","Breaking",8,50,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",713,0.713,1
19,"self-matching","Breaking",8,51,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",907,0.907,1
19,"self-matching","Breaking",8,52,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",874,0.874,1
19,"self-matching","Breaking",8,53,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",858,0.858,1
19,"self-matching","Breaking",8,54,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",745,0.745,1
19,"self-matching","Breaking",8,55,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",505,0.505,1
19,"self-matching","Breaking",8,56,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",697,0.697,1
19,"self-matching","Breaking",8,57,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","m",425,0.425,1
19,"self-matching","Breaking",8,58,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",377,0.377,1
19,"self-matching","Breaking",8,59,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",554,0.554,1
19,"self-matching","Breaking",8,60,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",442,0.442,1
19,"self-matching","Breaking",8,61,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",558,0.558,1
19,"self-matching","Breaking",8,62,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",618,0.618,1
19,"self-matching","Breaking",8,63,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",458,0.458,1
19,"self-matching","Breaking",8,64,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",666,0.666,1
19,"self-matching","Breaking",8,65,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",362,0.362,1
19,"self-matching","Breaking",8,66,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",474,0.474,1
19,"self-matching","Breaking",8,67,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","n","n",443,0.443,1
19,"self-matching","Breaking",8,68,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",395,0.395,1
19,"self-matching","Breaking",8,69,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","n",283,0.283,0
19,"self-matching","Breaking",8,70,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","n",443,0.443,0
19,"self-matching","Breaking",8,71,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",827,0.827,1
19,"self-matching","Breaking",8,72,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",490,0.49,1
19,"self-matching","Breaking",8,73,0,"Nonmatching","T.bmp","Self","Self","Self","Friend","Friend","Friend","Close","n","n",410,0.41,1
19,"self-matching","Breaking",8,74,0,"Matching","T.bmp","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","m","m",800,0.8,1
19,"self-matching","Breaking",8,75,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",715,0.715,1
19,"self-matching","Breaking",8,76,0,"Matching","C.bmp","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","m","m",523,0.523,1
19,"self-matching","Breaking",8,77,0,"Nonmatching","S.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",827,0.827,1
19,"self-matching","Breaking",8,78,0,"Nonmatching","S.bmp","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","n","n",507,0.507,1
19,"self-matching","Breaking",8,79,0,"Nonmatching","T.bmp","Self","Self","Self","Self","Self","Self","Self","n","n",283,0.283,1
19,"self-matching","Breaking",8,80,0,"Matching","S.bmp","Friend","Friend","Close","Self","Self","Self","Self","m","n",587,0.587,0
19,"self-matching","Breaking",8,81,0,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Self","Self","Self","Self","n","n",923,0.923,1
20,"self-matching","Association",NA,NA,1,"Matching","C.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",1540,1.54,1
20,"self-matching","Association",NA,NA,1,"Matching","T.bmp","Self","Self","Self","Self","Self","Self","Self","b","b",980,0.98,1
20,"self-matching","Association",NA,NA,1,"Matching","C.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","n",1085,1.085,0
20,"self-matching","Association",NA,NA,1,"Matching","S.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",1256,1.256,1
20,"self-matching","Association",NA,NA,1,"Matching","T.bmp","Self","Self","Self","Self","Self","Self","Self","b","b",1041,1.041,1
20,"self-matching","Association",NA,NA,1,"Matching","S.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","m",2077,2.077,1
20,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Self","Self","Self","Self","Self","Self","Self","b","b",778,0.778,1
20,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",1412,1.412,1
20,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Self","Self","Self","Self","Self","Self","Self","m","m",1446,1.446,1
20,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","n",1097,1.097,0
20,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","n","n",1307,1.307,1
20,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",2060,2.06,1
20,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",972,0.972,1
20,"self-matching","Association",NA,NA,0,"Matching","T.bmp","Self","Self","Self","Self","Self","Self","Self","b","b",741,0.741,1
20,"self-matching","Association",NA,NA,0,"Matching","C.bmp","Friend","Friend","Close","Friend","Friend","Friend","Close","b","b",838,0.838,1
20,"self-matching","Association",NA,NA,0,"Matching","S.bmp","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","b","b",989,0.989,1
