"Subject","Shape","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","822.55","0.82255","0"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1350.26","1.35026","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","912.76","0.91276","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","811.665","0.811665","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1067.025","1.067025","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","missed","NA","NA","NA"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","677.975","0.677975","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","902.685","0.902685","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","733.645","0.733645","0"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","955.6","0.9556","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1133.295","1.133295","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1028.47","1.02847","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1060.19","1.06019","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","756.05","0.75605","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","750.295","0.750295","0"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","949.855","0.949855","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1066.44","1.06644","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","966.375","0.966375","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","882.83","0.88283","0"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1066.24","1.06624","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","895.805","0.895805","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","927.83","0.92783","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1054.865","1.054865","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","869.025","0.869025","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","833.825","0.833825","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","893.995","0.893995","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","966.36","0.96636","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","828.925","0.828925","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","a","928.605","0.928605","0"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","717.105","0.717105","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","733.885","0.733885","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","1085.51","1.08551","0"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","745.475","0.745475","0"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","767.045","0.767045","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1016.135","1.016135","0"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","985.195","0.985195","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","868.4","0.8684","0"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","937.175","0.937175","0"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","752.29","0.75229","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","859.005","0.859005","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","729.455","0.729455","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1119.68","1.11968","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","673.955","0.673955","0"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","824.385","0.824385","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","852.955","0.852955","0"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1083.405","1.083405","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","1350","1.35","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1159.86","1.15986","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","971.015","0.971015","0"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","839.95","0.83995","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","a","801.63","0.80163","0"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1528.38","1.52838","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1177.435","1.177435","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1449.625","1.449625","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","missed","NA","NA","NA"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1071.385","1.071385","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","829.355","0.829355","1"
"EL99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Asymmetry","a","1156.29","1.15629","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1009.425","1.009425","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","l","1436.355","1.436355","0"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","1359.665","1.359665","1"
"EL99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Asymmetry","l","913.935","0.913935","1"
"EL99","self-related","self-matching","Matching","self-related","Self","Self","Asymmetry","a","707.45","0.70745","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","1283.73","1.28373","1"
"EL99","self-related","self-matching","Nonmatching","self-related","Self","Self","Asymmetry","l","810.985","0.810985","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1060.89","1.06089","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1138.165","1.138165","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","943.47","0.94347","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","676.64","0.67664","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1236.375","1.236375","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1009.87","1.00987","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","896.29","0.89629","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","814.79","0.81479","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","996.765","0.996765","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","1175.625","1.175625","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1023.875","1.023875","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","876.275","0.876275","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","719.86","0.71986","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","812.755","0.812755","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1276.07","1.27607","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","930.45","0.93045","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1195.56","1.19556","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","995.365","0.995365","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","948.705","0.948705","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1157.665","1.157665","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1044.565","1.044565","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","895.33","0.89533","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","841.16","0.84116","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","985.86","0.98586","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","820.9","0.8209","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","838.93","0.83893","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","979.425","0.979425","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","873.07","0.87307","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","748.005","0.748005","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1135.875","1.135875","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1042.105","1.042105","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1128.32","1.12832","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","793.085","0.793085","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","974.2","0.9742","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1018.455","1.018455","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1000.495","1.000495","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","825.14","0.82514","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1133.04","1.13304","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","772.175","0.772175","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","751.89","0.75189","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","707.275","0.707275","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1008.515","1.008515","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","908.855","0.908855","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","656.265","0.656265","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","637.815","0.637815","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","787.5","0.7875","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","856.82","0.85682","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","791.08","0.79108","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","813.93","0.81393","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","658.86","0.65886","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","740.46","0.74046","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","638.535","0.638535","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","989.95","0.98995","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","842.495","0.842495","0"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","985.695","0.985695","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","890.595","0.890595","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1112.25","1.11225","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","910.02","0.91002","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1054.255","1.054255","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1142.46","1.14246","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1211.85","1.21185","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","919.835","0.919835","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1142.635","1.142635","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","707.17","0.70717","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","907.44","0.90744","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","875.655","0.875655","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","744.525","0.744525","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","775.64","0.77564","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","791.94","0.79194","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","764.85","0.76485","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","553.42","0.55342","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","691.795","0.691795","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1006.515","1.006515","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","829.815","0.829815","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1149.175","1.149175","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1162.96","1.16296","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","855.165","0.855165","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","858.115","0.858115","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","946.16","0.94616","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1084.62","1.08462","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","841.23","0.84123","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1389.86","1.38986","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","966.74","0.96674","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","793.55","0.79355","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1006.63","1.00663","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1199.515","1.199515","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","705.96","0.70596","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","775.925","0.775925","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","648.175","0.648175","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","862.34","0.86234","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","807.355","0.807355","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","761.56","0.76156","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","911.48","0.91148","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","876.795","0.876795","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","721.16","0.72116","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","572.68","0.57268","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","924.135","0.924135","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","750.36","0.75036","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","623.405","0.623405","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","526.695","0.526695","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","517.615","0.517615","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","497.92","0.49792","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","657.73","0.65773","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","802.355","0.802355","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","782.625","0.782625","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","725.945","0.725945","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","623.795","0.623795","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","539.21","0.53921","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","820.295","0.820295","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","626.57","0.62657","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","675.215","0.675215","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","729.95","0.72995","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","488.34","0.48834","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","605.975","0.605975","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","572.22","0.57222","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","719.495","0.719495","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","683.23","0.68323","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","591.795","0.591795","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","586.925","0.586925","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","733.01","0.73301","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1178.91","1.17891","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","867.35","0.86735","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","803.89","0.80389","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","742.355","0.742355","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1026.33","1.02633","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","692.045","0.692045","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","664.295","0.664295","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","559.805","0.559805","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","757.305","0.757305","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1174.005","1.174005","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","642.3","0.6423","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","807.33","0.80733","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","807.44","0.80744","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","593.455","0.593455","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","843.515","0.843515","0"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1159.075","1.159075","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","629.815","0.629815","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1009.06","1.00906","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1053.88","1.05388","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","660.385","0.660385","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","991.325","0.991325","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","845.125","0.845125","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1177.705","1.177705","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","702.075","0.702075","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","910.495","0.910495","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","845.61","0.84561","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1161.75","1.16175","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","missed","NA","NA","NA"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","752.05","0.75205","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","890.77","0.89077","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","960.855","0.960855","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","636.955","0.636955","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","772.5","0.7725","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1042.36","1.04236","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","754.675","0.754675","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","893.36","0.89336","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","691.485","0.691485","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","587.73","0.58773","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","562.595","0.562595","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","776.82","0.77682","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1091.42","1.09142","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","876.19","0.87619","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","805.12","0.80512","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","859.86","0.85986","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","663.49","0.66349","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","723.64","0.72364","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","644.24","0.64424","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","650.41","0.65041","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","641.745","0.641745","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","590.19","0.59019","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","538.105","0.538105","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","642.01","0.64201","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","985.95","0.98595","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","613.245","0.613245","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","560.01","0.56001","0"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","614.42","0.61442","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","600.705","0.600705","0"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","626.6","0.6266","0"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","824.2","0.8242","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","690.035","0.690035","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","583.585","0.583585","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","760.43","0.76043","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","526.36","0.52636","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","579.235","0.579235","0"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","755.025","0.755025","1"
"EM99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","741.875","0.741875","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","802.46","0.80246","1"
"EM99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","650.23","0.65023","1"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","744.635","0.744635","0"
"EM99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1037.835","1.037835","1"
"EM99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","846.385","0.846385","1"
