"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","788","0.788","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","955","0.955","0"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","686","0.686","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","747","0.747","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","945","0.945","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","557","0.557","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","728","0.728","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","600","0.6","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","519","0.519","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","502","0.502","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","601","0.601","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","596","0.596","0"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","777","0.777","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","752","0.752","0"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","563","0.563","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","798","0.798","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","578","0.578","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","451","0.451","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","551","0.551","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","918","0.918","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","720","0.72","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","734","0.734","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","996","0.996","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","596","0.596","0"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","888","0.888","0"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","721","0.721","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","735","0.735","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","650","0.65","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","919","0.919","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","805","0.805","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","583","0.583","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","636","0.636","0"
"12","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","801","0.801","0"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","836","0.836","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","598","0.598","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","652","0.652","1"
"12","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","643","0.643","0"
"12","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","729","0.729","0"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","752","0.752","0"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","647","0.647","0"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","731","0.731","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1084","1.084","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","701","0.701","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","458","0.458","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","858","0.858","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","648","0.648","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","551","0.551","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","576","0.576","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","367","0.367","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","857","0.857","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","926","0.926","0"
"12","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","786","0.786","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","728","0.728","0"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","749","0.749","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","641","0.641","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","698","0.698","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","1041","1.041","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","617","0.617","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","648","0.648","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","678","0.678","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","795","0.795","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","591","0.591","1"
"12","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","690","0.69","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","682","0.682","0"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","785","0.785","1"
"12","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","479","0.479","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","521","0.521","1"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","440","0.44","0"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","731","0.731","0"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","912","0.912","0"
"12","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","537","0.537","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","649","0.649","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","530","0.53","1"
"12","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","534","0.534","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","540","0.54","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","510","0.51","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","563","0.563","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","722","0.722","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","604","0.604","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","577","0.577","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","812","0.812","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","487","0.487","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","507","0.507","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","531","0.531","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","406","0.406","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","343","0.343","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","316","0.316","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","352","0.352","0"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","729","0.729","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","590","0.59","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","946","0.946","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","456","0.456","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","563","0.563","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","451","0.451","0"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","864","0.864","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","609","0.609","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","973","0.973","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","854","0.854","0"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","740","0.74","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","930","0.93","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","544","0.544","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","644","0.644","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","697","0.697","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","1024","1.024","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","476","0.476","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","708","0.708","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","631","0.631","0"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","799","0.799","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","640","0.64","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","844","0.844","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","682","0.682","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","536","0.536","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","795","0.795","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","568","0.568","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","786","0.786","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","558","0.558","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","662","0.662","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","495","0.495","0"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","851","0.851","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","691","0.691","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","605","0.605","0"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","879","0.879","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","670","0.67","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","601","0.601","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","1040","1.04","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","648","0.648","0"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","564","0.564","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","620","0.62","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","551","0.551","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","427","0.427","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","420","0.42","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","456","0.456","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","787","0.787","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","418","0.418","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","638","0.638","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","587","0.587","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","684","0.684","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","473","0.473","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","415","0.415","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","408","0.408","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","492","0.492","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","825","0.825","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","605","0.605","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","448","0.448","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","386","0.386","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","731","0.731","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","992","0.992","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","640","0.64","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","970","0.97","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","562","0.562","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","1020","1.02","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","912","0.912","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","608","0.608","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","838","0.838","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","682","0.682","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","585","0.585","0"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","1006","1.006","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","1028","1.028","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","733","0.733","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","426","0.426","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","373","0.373","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","539","0.539","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","480","0.48","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","530","0.53","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","588","0.588","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","548","0.548","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","648","0.648","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","575","0.575","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","634","0.634","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","459","0.459","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","388","0.388","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","555","0.555","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","533","0.533","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","498","0.498","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","587","0.587","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","390","0.39","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","476","0.476","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","506","0.506","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","465","0.465","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","416","0.416","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","379","0.379","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","382","0.382","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","554","0.554","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","325","0.325","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","539","0.539","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","426","0.426","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","400","0.4","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","508","0.508","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","747","0.747","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","547","0.547","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","561","0.561","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","455","0.455","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","465","0.465","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","374","0.374","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","578","0.578","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","573","0.573","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","413","0.413","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","792","0.792","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","523","0.523","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","583","0.583","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","643","0.643","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","1081","1.081","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","487","0.487","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","359","0.359","0"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","656","0.656","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","565","0.565","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","500","0.5","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","586","0.586","0"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","888","0.888","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","547","0.547","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","605","0.605","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","602","0.602","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","843","0.843","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","401","0.401","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","758","0.758","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","643","0.643","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","514","0.514","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","411","0.411","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","447","0.447","0"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","746","0.746","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","677","0.677","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","711","0.711","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","326","0.326","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","456","0.456","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","634","0.634","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","620","0.62","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","703","0.703","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","559","0.559","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","675","0.675","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","695","0.695","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","853","0.853","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","561","0.561","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","553","0.553","0"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","652","0.652","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","662","0.662","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","590","0.59","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","1082","1.082","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","543","0.543","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","691","0.691","0"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","695","0.695","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","838","0.838","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","743","0.743","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","473","0.473","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","716","0.716","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","504","0.504","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","525","0.525","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","580","0.58","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","551","0.551","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","653","0.653","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","564","0.564","1"
"18","1","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Self","540","0.54","1"
"18","1","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Self","580","0.58","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","798","0.798","1"
"18","1","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Self","575","0.575","1"
"18","1","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Self","489","0.489","1"
