"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"3","2","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1055","1.055","1"
"3","2","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","800","0.8","1"
"3","2","kite","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","879","0.879","1"
"3","2","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","615","0.615","0"
"3","2","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","905","0.905","1"
"3","2","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","661","0.661","1"
"3","2","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","763","0.763","1"
"3","2","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","779","0.779","0"
"3","2","kite","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","752","0.752","1"
"3","2","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","578","0.578","1"
"3","3","kite","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","687","0.687","1"
"3","3","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","697","0.697","0"
"3","3","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","591","0.591","1"
"3","3","square","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","644","0.644","1"
"3","3","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","597","0.597","1"
"3","3","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","791","0.791","1"
"3","3","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","579","0.579","1"
"3","3","pentagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","623","0.623","1"
"3","3","kite","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","x","716","0.716","0"
"3","3","pentagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","538","0.538","1"
"3","3","kite","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","689","0.689","1"
"3","3","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","698","0.698","1"
"3","3","trapeze","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","720","0.72","1"
"3","3","square","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","x","761","0.761","1"
"3","3","kite","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","625","0.625","1"
"3","3","trapeze","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","718","0.718","0"
"3","1","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","m","727","0.727","0"
"3","1","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","860","0.86","1"
"3","1","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","n","843","0.843","0"
"3","1","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","739","0.739","1"
"3","1","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","799","0.799","1"
"3","1","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","623","0.623","1"
"3","1","diamond","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","939","0.939","1"
"3","1","diamond","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","807","0.807","1"
"3","1","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","752","0.752","1"
"3","1","diamond","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","n","664","0.664","0"
"3","1","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","701","0.701","1"
"3","1","diamond","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","m","512","0.512","0"
"3","1","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","309","0.309","0"
"3","1","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","201","0.201","1"
"3","1","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","n","197","0.197","0"
"3","1","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","1336","1.336","1"
"3","2","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","774","0.774","1"
"3","2","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","732","0.732","1"
"3","2","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","761","0.761","1"
"3","2","diamond","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","969","0.969","1"
"3","2","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","508","0.508","1"
"3","2","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","863","0.863","1"
"3","2","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","680","0.68","1"
"3","2","diamond","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","687","0.687","1"
"3","2","diamond","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","867","0.867","1"
"3","2","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","898","0.898","1"
"3","2","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","1039","1.039","1"
"3","2","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","732","0.732","1"
"3","2","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","841","0.841","0"
"3","2","diamond","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","707","0.707","1"
"3","2","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","735","0.735","1"
"3","2","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","671","0.671","1"
"3","3","diamond","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","1286","1.286","1"
"3","3","diamond","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","676","0.676","1"
"3","3","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","842","0.842","1"
"3","3","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","n","953","0.953","0"
"3","3","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","609","0.609","1"
"3","3","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","m","755","0.755","1"
"3","3","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","568","0.568","1"
"3","3","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","m","505","0.505","0"
"3","3","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","252","0.252","1"
"3","3","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","n","579","0.579","1"
"3","3","rhomboid","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","m","701","0.701","1"
"3","3","diamond","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","m","758","0.758","1"
"3","3","diamond","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","n","643","0.643","1"
"3","3","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","m","716","0.716","1"
"3","3","rhomboid","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","n","649","0.649","1"
"3","3","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","n","689","0.689","1"
"6","1","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","1415","1.415","1"
"6","1","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","1067","1.067","1"
"6","1","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1476","1.476","1"
"6","1","diamond","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","timeout","1649","1.649","0"
"6","1","diamond","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","847","0.847","1"
"6","1","diamond","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","688","0.688","1"
"6","1","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","455","0.455","0"
"6","1","rhomboid","lbl_friend","self-matching","Matching","label_friend","Friend","Close","friend","Friend","Close","c","1208","1.208","1"
"6","1","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","x","1200","1.2","0"
"6","1","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","757","0.757","1"
"6","1","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1253","1.253","1"
"6","1","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","707","0.707","1"
"6","1","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","870","0.87","1"
"6","1","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","606","0.606","1"
"6","1","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","c","968","0.968","0"
"6","1","diamond","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","867","0.867","0"
"6","2","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","823","0.823","1"
"6","2","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","x","764","0.764","0"
"6","2","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1259","1.259","1"
"6","2","diamond","lbl_neutral","self-matching","Nonmatching","label_neutral","Neutral","NonPerson","happy","NonPerson","NonPerson","c","999","0.999","0"
"6","2","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1146","1.146","1"
"6","2","diamond","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","c","906","0.906","1"
"6","2","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1118","1.118","1"
"6","2","rhomboid","lbl_you","self-matching","Nonmatching","label_you","Self","Self","friend","Friend","Close","x","1037","1.037","1"
"6","2","diamond","lbl_happy","self-matching","Matching","label_happy","Happy","NonPerson","happy","NonPerson","NonPerson","x","1305","1.305","0"
"6","2","triangle","lbl_happy","self-matching","Nonmatching","label_happy","Happy","NonPerson","neutral","NonPerson","NonPerson","x","1023","1.023","1"
"6","2","triangle","lbl_neutral","self-matching","Matching","label_neutral","Neutral","NonPerson","neutral","NonPerson","NonPerson","c","847","0.847","1"
"6","2","octagon","lbl_friend","self-matching","Nonmatching","label_friend","Friend","Close","you","Self","Self","x","1344","1.344","1"
"6","2","octagon","lbl_you","self-matching","Matching","label_you","Self","Self","you","Self","Self","c","823","0.823","1"
