"Subject","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC","Face"
"161","28","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","808.1999998","0.8081999998","1","f27"
"161","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1918","1.918","0","m38"
"161","30","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1748.9","1.7489","1","m38"
"161","31","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1342.2","1.3422","1","f4"
"161","32","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1018.6","1.0186","1","f4"
"161","33","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1322.5","1.3225","1","f15"
"161","34","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1038.9","1.0389","0","m34"
"161","35","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1485","1.485","1","f27"
"161","36","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","938.3999999","0.9383999999","1","m33"
"161","37","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1321.4","1.3214","1","m35"
"161","38","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1576.4","1.5764","1","m34"
"161","39","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","887.6000001","0.8876000001","1","f18"
"161","40","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1154","1.154","1","f15"
"161","41","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1029.4","1.0294","1","m33"
"161","42","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1451.4","1.4514","1","m34"
"161","43","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","954.0999999","0.9540999999","1","m34"
"161","44","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1896.7","1.8967","1","m33"
"161","45","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","952.5","0.9525","1","f15"
"161","46","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","576.8","0.5768","1","f27"
"161","47","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1426.8","1.4268","1","f15"
"161","48","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","2234.3","2.2343","1","m38"
"161","49","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1309.6","1.3096","1","f18"
"161","50","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","920.9000001","0.9209000001","1","f18"
"161","51","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","815.7","0.8157","1","f15"
"161","52","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1052.6","1.0526","1","m35"
"161","53","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","855.2","0.8552","1","m35"
"161","54","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","1449.1","1.4491","0","m38"
"161","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","521.9000001","0.5219000001","1","f18"
"161","56","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","414.3","0.4143","1","f4"
"161","57","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","794.2","0.7942","1","f18"
"161","58","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","568.5999999","0.5685999999","1","f4"
"161","59","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","693.2","0.6932","1","f27"
"161","60","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","759","0.759","1","m33"
"161","61","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","888","0.888","1","m35"
"161","62","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","691","0.691","1","f18"
"161","63","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","2071.6","2.0716","1","m34"
"161","64","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","873.5999999","0.8735999999","1","m38"
"162","1","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2443.1","2.4431","0","f18"
"162","2","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1352.5","1.3525","0","f18"
"162","3","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","638.4","0.6384","0","m38"
"162","4","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1220.1","1.2201","1","f27"
"162","5","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","967.2","0.9672","1","m38"
"162","6","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1453.5","1.4535","1","m34"
"162","7","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1005.7","1.0057","0","f18"
"162","8","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1151.1","1.1511","1","f18"
"162","9","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1329.6","1.3296","1","m34"
"162","10","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1138.2","1.1382","1","m34"
"162","11","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1057.2","1.0572","1","f4"
"162","12","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1144.4","1.1444","1","f4"
"162","13","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","781.5999999","0.7815999999","1","f27"
"162","14","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1211.2","1.2112","1","f15"
"162","15","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","867.8","0.8678","1","f15"
"162","16","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","717.6","0.7176","0","m34"
"162","17","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1208.8","1.2088","0","f4"
"162","18","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","981.6","0.9816","1","m34"
"162","19","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1653","1.653","1","f4"
"162","20","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","949.3000001","0.9493000001","0","f27"
"162","21","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","826.5","0.8265","1","m34"
"162","22","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1237.2","1.2372","1","f18"
"162","23","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","773.8","0.7738","0","m35"
"162","24","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","919.1999999","0.9191999999","1","f15"
"162","25","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","694.5","0.6945","1","f18"
"162","26","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","848.3000001","0.8483000001","0","m38"
"162","27","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","854.3","0.8543","1","f15"
"162","28","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1314.1","1.3141","1","m34"
"162","29","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1052.4","1.0524","1","f27"
"162","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","998.1999999","0.9981999999","1","f15"
"162","31","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1319.1","1.3191","0","m33"
"162","32","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","753.1","0.7531","0","m35"
"162","33","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","805.4","0.8054","0","m38"
"162","34","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","689.9","0.6899","1","f27"
"162","35","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","650.6999999","0.6506999999","1","m38"
"162","36","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","339.9","0.3399","1","m33"
"162","37","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1407.5","1.4075","1","m38"
"162","38","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","664.1","0.6641","0","f4"
"162","39","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1361.9","1.3619","1","f4"
"162","40","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","694.8000001","0.6948000001","1","f15"
"162","41","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","5230.7","5.2307","1","f27"
"162","42","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","936.5","0.9365","1","f15"
"162","43","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","647.5","0.6475","1","m33"
"162","44","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1131.9","1.1319","0","f4"
"162","45","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1013.7","1.0137","1","f18"
"162","46","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","883","0.883","0","m35"
"162","47","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","774.4","0.7744","1","f27"
"162","48","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","972.6","0.9726","1","m34"
"162","49","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","736.6","0.7366","1","m33"
"162","50","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","722.2","0.7222","1","m35"
"162","51","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","586","0.586","1","m33"
"162","52","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","552.0999999","0.5520999999","1","m38"
"162","53","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","734.9","0.7349","1","f18"
"162","54","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","797.3000001","0.7973000001","1","m35"
"162","55","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","667.8000001","0.6678000001","1","m35"
"162","56","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","781.9","0.7819","1","m35"
"162","57","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","808.9000001","0.8089000001","1","m33"
"162","58","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","986.1","0.9861","1","m35"
"162","59","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","868.9","0.8689","1","m33"
"162","60","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","707.5","0.7075","0","f4"
"162","61","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1690.1","1.6901","1","m33"
"162","62","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","643.1","0.6431","0","f15"
"162","63","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","2049.1","2.0491","0","m38"
"162","64","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","977.5","0.9775","1","f27"
"163","1","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","4537.3","4.5373","0","f15"
"163","2","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1631.6","1.6316","0","m34"
"163","3","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","2448.1","2.4481","1","m33"
"163","4","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1689.5","1.6895","1","m33"
"163","5","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","3123.5","3.1235","1","m38"
"163","6","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2704.8","2.7048","1","f4"
"163","7","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1549.9","1.5499","1","f4"
"163","8","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1565.1","1.5651","0","m34"
"163","9","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","3385.7","3.3857","1","f4"
"163","10","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","2591.8","2.5918","0","m34"
"163","11","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1901.3","1.9013","1","m35"
"163","12","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1570.9","1.5709","1","m34"
"163","13","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1498.1","1.4981","1","m35"
"163","14","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1743.4","1.7434","0","m34"
"163","15","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1223","1.223","1","f27"
"163","16","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1406.9","1.4069","1","f18"
"163","17","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1187.1","1.1871","0","m33"
"163","18","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1398.7","1.3987","1","f15"
"163","19","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1182.8","1.1828","0","f27"
"163","20","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","2356.7","2.3567","1","m35"
"163","21","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1059.8","1.0598","0","f15"
"163","22","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1490.9","1.4909","0","m33"
"163","23","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1069.5","1.0695","0","m34"
"163","24","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1295","1.295","0","f15"
"163","25","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1104.6","1.1046","1","f18"
"163","26","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1544.4","1.5444","1","f18"
"163","27","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1602.8","1.6028","0","m38"
"163","28","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","7275.6","7.2756","1","m35"
"163","29","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","9971.8","9.9718","0","f27"
"163","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","5872.4","5.8724","1","m35"
"163","31","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","866.3000002","0.8663000002","0","m35"
"163","32","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1465.4","1.4654","0","m35"
"163","33","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1798.2","1.7982","0","f4"
"163","34","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1589.6","1.5896","1","m35"
"163","35","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2084.9","2.0849","1","f4"
"163","36","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1169.7","1.1697","0","m38"
"163","37","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","2433.2","2.4332","0","m38"
"163","38","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1521","1.521","1","m38"
"163","39","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1370.7","1.3707","1","m38"
"163","40","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","2126.2","2.1262","0","m33"
"163","41","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1024.3","1.0243","0","f18"
"163","42","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2975","2.975","1","f18"
"163","43","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1392.2","1.3922","1","f27"
"163","44","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1207.9","1.2079","0","m33"
"163","45","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1900.5","1.9005","1","m34"
"163","46","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1161.9","1.1619","1","f4"
"163","47","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1304","1.304","1","f27"
"163","48","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","1448.8","1.4488","0","f4"
"163","49","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","894.2000003","0.8942000003","1","f15"
"163","50","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1444.6","1.4446","1","f4"
"163","51","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1665.6","1.6656","1","m38"
"163","52","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","12478.7","12.4787","0","f27"
"163","53","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","582.5","0.5825","0","f18"
"163","54","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","3026.9","3.0269","0","m33"
"163","55","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","516.2999997","0.5162999997","1","f27"
"163","56","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1139.5","1.1395","1","f27"
"163","57","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1029.8","1.0298","0","m38"
"163","58","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","1708","1.708","0","m33"
"163","59","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1437.2","1.4372","0","f15"
"163","60","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1548.8","1.5488","1","f18"
"163","61","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1675.5","1.6755","0","f15"
"163","62","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1091.2","1.0912","1","f15"
"163","63","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1568.4","1.5684","1","m34"
"163","64","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1406.9","1.4069","1","f18"
"164","1","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","3748.3","3.7483","0","f4"
"164","2","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","645.3","0.6453","1","f4"
"164","3","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","686.7","0.6867","1","m33"
"164","4","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","451.7","0.4517","1","m33"
"164","5","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1255.9","1.2559","0","f15"
"164","6","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","434.2","0.4342","1","m33"
"164","7","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","2812.7","2.8127","0","m35"
"164","8","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1767.9","1.7679","1","f15"
"164","9","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","554.8","0.5548","1","f15"
"164","10","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","444.7","0.4447","1","m35"
"164","11","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","884.9","0.8849","1","m33"
"164","12","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","532.9","0.5329","1","f18"
"164","13","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2071.2","2.0712","0","m38"
"164","14","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1873.8","1.8738","1","f15"
"164","15","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1883.5","1.8835","1","f15"
"164","16","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","558.5","0.5585","1","m35"
"164","17","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","787.7","0.7877","1","f27"
"164","18","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","829.2","0.8292","0","m34"
"164","19","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","716","0.716","1","f27"
"164","20","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","656.4","0.6564","1","f18"
"164","21","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","678.5","0.6785","1","m34"
"164","22","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1351.6","1.3516","1","f27"
"164","23","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","701.4","0.7014","1","f15"
"164","24","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","655.7","0.6557","0","m38"
"164","25","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","480.1","0.4801","0","m33"
"164","26","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","656.9","0.6569","1","m35"
"164","27","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","678.9","0.6789","1","m33"
"164","28","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","956.6","0.9566","0","m34"
"164","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1516.8","1.5168","1","f4"
"164","30","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","646","0.646","1","f4"
"164","31","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1269.9","1.2699","0","m38"
"164","32","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2005.8","2.0058","1","f27"
"164","33","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1338","1.338","1","m33"
"164","34","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","637.7","0.6377","1","m33"
"164","35","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","961.7","0.9617","1","m38"
"164","36","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","781.1","0.7811","1","m35"
"164","37","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","775.3","0.7753","1","f18"
"164","38","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","437.2","0.4372","0","f4"
"164","39","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","817.8","0.8178","1","f18"
"164","40","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","915.6","0.9156","1","f4"
"164","41","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1229.6","1.2296","1","m35"
"164","42","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2319.3","2.3193","0","f27"
"164","43","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","699.6","0.6996","1","f18"
"164","44","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","635.4","0.6354","1","m34"
"164","45","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","750.4","0.7504","1","f27"
"164","46","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","591.1","0.5911","1","f18"
"164","47","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","742.8","0.7428","1","f27"
"164","48","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","388.9","0.3889","1","f15"
"164","49","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","530.5","0.5305","0","m34"
"164","50","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1001","1.001","1","m34"
"164","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","645.5","0.6455","1","m38"
"164","52","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","458","0.458","1","m34"
"164","53","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","484.2","0.4842","1","m35"
"164","54","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","830.2","0.8302","1","f27"
"164","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1055.9","1.0559","0","f4"
"164","56","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","2602.2","2.6022","1","f4"
"164","57","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","603.4","0.6034","1","m35"
"164","58","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","750.7","0.7507","1","f18"
"164","59","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","642.3","0.6423","1","m38"
"164","60","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1091.7","1.0917","1","m38"
"164","61","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1288","1.288","1","m38"
"164","62","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","693.4","0.6934","1","f18"
"164","63","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","896.8","0.8968","1","m34"
"164","64","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","3452.2","3.4522","1","f15"
"165","1","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1486.62","1.48662","1","f18"
"165","2","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","591.18","0.59118","0","m38"
"165","3","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","711.9149999","0.7119149999","1","m38"
"165","4","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","549.535","0.549535","0","m34"
