"Subject","Block","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"p152","3","85","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","889.944700000342","0.889944700000342","1"
"p152","3","86","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","898.41560000059","0.89841560000059","0"
"p152","3","87","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","682.997399999294","0.682997399999294","1"
"p152","3","88","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","860.251900001458","0.860251900001458","1"
"p152","3","89","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1062.08369999877","1.06208369999877","1"
"p152","3","90","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","791.719500000909","0.791719500000909","1"
"p152","3","91","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","964.21410000039","0.96421410000039","1"
"p152","3","92","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","730.606799999805","0.730606799999805","1"
"p152","3","93","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","713.118099996791","0.713118099996791","0"
"p152","3","94","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","809.988299999532","0.809988299999532","1"
"p152","3","95","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","661.596199999622","0.661596199999622","1"
"p152","3","96","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","839.528199998313","0.839528199998313","0"
"p152","3","97","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","721.750799999427","0.721750799999427","1"
"p152","3","98","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","1137.23759999993","1.13723759999993","0"
"p152","3","99","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","479.05080000055","0.47905080000055","1"
"p152","3","100","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","616.22570000327","0.61622570000327","1"
"p152","3","101","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","732.050800001161","0.732050800001161","1"
"p152","3","102","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","539.683900002274","0.539683900002274","0"
"p152","3","103","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","946.175699999003","0.946175699999003","1"
"p152","3","104","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","760.530999999901","0.760530999999901","1"
"p152","3","105","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","486.433699999907","0.486433699999907","1"
"p152","3","106","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","1183.12639999931","1.18312639999931","0"
"p152","3","107","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1004.1753000005","1.0041753000005","1"
"p152","3","108","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","687.654700002895","0.687654700002895","1"
"p152","3","109","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","801.066700001684","0.801066700001684","1"
"p152","3","110","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","637.531099997432","0.637531099997432","0"
"p152","3","111","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","560.253300001932","0.560253300001932","0"
"p152","3","112","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","None","NA","NA","0"
"p152","3","113","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","626.088999997592","0.626088999997592","0"
"p152","3","114","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","933.585400001903","0.933585400001903","0"
"p152","3","115","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","1068.43529999969","1.06843529999969","0"
"p152","3","116","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1102.3778000017","1.1023778000017","1"
"p152","3","117","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","878.4235000021","0.8784235000021","1"
"p152","3","118","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","679.631300001347","0.679631300001347","1"
"p152","3","119","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","423.997000001691","0.423997000001691","1"
"p152","3","120","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","723.789200001193","0.723789200001193","1"
"p162","1","1","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","None","NA","NA","0"
"p162","1","2","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","None","NA","NA","0"
"p162","1","3","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","None","NA","NA","0"
"p162","1","4","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1462.14299999701","1.46214299999701","1"
"p162","1","5","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1447.47900000948","1.44747900000948","1"
"p162","1","6","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1337.04260000377","1.33704260000377","1"
"p162","1","7","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1727.0642999938","1.7270642999938","1"
"p162","1","8","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1269.50149999175","1.26950149999175","1"
"p162","1","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","None","NA","NA","0"
"p162","1","10","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1233.63780000363","1.23363780000363","1"
"p162","1","11","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1404.50859999692","1.40450859999692","1"
"p162","1","12","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1024.21569998842","1.02421569998842","1"
"p162","1","13","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","690.583200004767","0.690583200004767","1"
"p162","1","14","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1091.11850000045","1.09111850000045","1"
"p162","1","15","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","883.159400007571","0.883159400007571","1"
"p162","1","16","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","972.216199996183","0.972216199996183","1"
"p162","1","17","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1585.11770000041","1.58511770000041","1"
"p162","1","18","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1230.2697999985","1.2302697999985","1"
"p162","1","19","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","712.821399996756","0.712821399996756","1"
"p162","1","20","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","952.78849999886","0.95278849999886","0"
"p162","1","21","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1406.47529999842","1.40647529999842","1"
"p162","1","22","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1377.87579999713","1.37787579999713","1"
"p162","1","23","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","791.102799994405","0.791102799994405","1"
"p162","1","24","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1203.12150000245","1.20312150000245","1"
"p162","1","25","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1022.52630000294","1.02252630000294","1"
"p162","1","26","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","None","NA","NA","0"
"p162","1","27","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","771.70379999734","0.77170379999734","1"
"p162","1","28","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","624.991599994246","0.624991599994246","1"
"p162","1","29","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1300.22970000573","1.30022970000573","1"
"p162","1","30","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1003.86789999902","1.00386789999902","1"
"p162","1","31","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1151.43080000416","1.15143080000416","1"
"p162","1","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1196.95640000282","1.19695640000282","1"
"p162","1","33","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","1161.23990000051","1.16123990000051","0"
"p162","1","34","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","534.940600002301","0.534940600002301","1"
"p162","1","35","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","718.244500007131","0.718244500007131","1"
"p162","1","36","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","654.098899991368","0.654098899991368","0"
"p162","1","37","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","None","NA","NA","0"
"p162","1","38","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","1417.22609999124","1.41722609999124","0"
"p162","1","39","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1100.75420000067","1.10075420000067","0"
"p162","1","40","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","957.098999992013","0.957098999992013","1"
"p162","1","41","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","834.683500012034","0.834683500012034","1"
"p162","1","42","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","493.868700010353","0.493868700010353","1"
"p162","1","43","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1014.47480000206","1.01447480000206","1"
"p162","1","44","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1273.41290000186","1.27341290000186","1"
"p162","1","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1106.42939999525","1.10642939999525","1"
"p162","1","46","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","881.923499997356","0.881923499997356","1"
"p162","1","47","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1242.41160000383","1.24241160000383","1"
"p162","1","48","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","964.596399993752","0.964596399993752","1"
"p162","1","49","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1162.35569999844","1.16235569999844","1"
"p162","1","50","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1112.04440001165","1.11204440001165","1"
"p162","1","51","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","743.585699994583","0.743585699994583","1"
"p162","1","52","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1350.1724999951","1.3501724999951","1"
"p162","1","53","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","876.327400008449","0.876327400008449","1"
