"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"43329048","24","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","359","0.359","1"
"43329048","25","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","454","0.454","1"
"43329048","26","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","372","0.372","1"
"43329048","27","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","399","0.399","1"
"43329048","28","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","332","0.332","1"
"43329048","29","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","330","0.33","1"
"43329048","30","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","326","0.326","1"
"43329048","31","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","279","0.279","1"
"43329048","32","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","426","0.426","1"
"43329048","33","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","440","0.44","1"
"43329048","34","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","415","0.415","0"
"43329048","35","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","535","0.535","1"
"43329048","36","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","385","0.385","1"
"43329048","37","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","587","0.587","0"
"43329048","38","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","437","0.437","1"
"43329048","39","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","406","0.406","1"
"43329048","40","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","542","0.542","1"
"43329048","41","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","548","0.548","0"
"43329048","42","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","461","0.461","1"
"43329048","43","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","495","0.495","1"
"43329048","44","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","391","0.391","1"
"43329048","45","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","409","0.409","1"
"43329048","46","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","518","0.518","0"
"43329048","47","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","653","0.653","1"
"43329048","48","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","535","0.535","0"
"43329048","49","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","639","0.639","1"
"43329048","50","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","509","0.509","1"
"43329048","51","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","387","0.387","1"
"43329048","52","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","470","0.47","1"
"43329048","53","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","464","0.464","1"
"43329048","54","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","536","0.536","1"
"43329048","55","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","432","0.432","1"
"43329048","56","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","477","0.477","0"
"43329048","57","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","593","0.593","1"
"43329048","58","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","695","0.695","1"
"43329048","59","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","441","0.441","1"
"43329048","60","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","543","0.543","1"
"43329048","1","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","780","0.78","1"
"43329048","2","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","468","0.468","1"
"43329048","3","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","557","0.557","1"
"43329048","4","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","449","0.449","1"
"43329048","5","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","540","0.54","1"
"43329048","6","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","471","0.471","1"
"43329048","7","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","354","0.354","1"
"43329048","8","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","370","0.37","1"
"43329048","9","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","403","0.403","1"
"43329048","10","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","449","0.449","1"
"43329048","11","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","482","0.482","1"
"43329048","12","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","682","0.682","1"
"43329048","13","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","434","0.434","1"
"43329048","14","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","425","0.425","1"
"43329048","15","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","367","0.367","1"
"43329048","16","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","473","0.473","1"
"43329048","17","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","730","0.73","1"
"43329048","18","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","489","0.489","1"
"43329048","19","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","350","0.35","1"
"43329048","20","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","439","0.439","1"
"43329048","21","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","330","0.33","1"
"43329048","22","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","427","0.427","1"
"43329048","23","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","454","0.454","1"
"43329048","24","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","571","0.571","1"
"43329048","25","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","472","0.472","1"
"43329048","26","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","541","0.541","0"
"43329048","27","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","372","0.372","1"
"43329048","28","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","396","0.396","1"
