"Subject","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Task","extraIV1","Response","RT_ms","RT_sec","ACC"
7317,"2",71,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"2",72,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",846.3,0.8463,1
7317,"2",73,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",589.6,0.5896,0
7317,"2",74,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",830.3,0.8303,1
7317,"2",75,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",627.4,0.6274,1
7317,"2",76,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",816.7,0.8167,1
7317,"2",77,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",913.8,0.9138,0
7317,"2",78,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",836.7,0.8367,0
7317,"2",79,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",758.3,0.7583,1
7317,"2",80,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",802.1,0.8021,1
7317,"2",81,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",879,0.879,1
7317,"2",82,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",797.1,0.7971,1
7317,"2",83,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",826,0.826,1
7317,"2",84,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",535.2,0.5352,1
7317,"2",85,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",986.5,0.9865,1
7317,"2",86,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",819.3,0.8193,0
7317,"2",87,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",820.2,0.8202,1
7317,"2",88,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",933.2,0.9332,1
7317,"2",89,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",744.7,0.7447,1
7317,"2",90,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"2",91,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",682.7,0.6827,0
7317,"2",92,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",797.1,0.7971,1
7317,"2",93,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",785.9,0.7859,1
7317,"2",94,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",858.6,0.8586,1
7317,"2",95,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",972.5,0.9725,0
7317,"2",96,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",884.8,0.8848,1
7317,"2",97,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",1063.1,1.0631,1
7317,"2",98,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",1081,1.081,0
7317,"2",99,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good",NA,1084.1,1.0841,NA
7317,"2",100,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",870,0.87,1
7317,"2",101,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",964.2,0.9642,1
7317,"2",102,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",988.3,0.9883,1
7317,"2",103,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",844.9,0.8449,0
7317,"2",104,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",874.6,0.8746,1
7317,"2",105,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",568.9,0.5689,1
7317,"2",106,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",825,0.825,0
7317,"2",107,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",806.2,0.8062,1
7317,"2",108,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",971,0.971,1
7317,"2",109,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",779.3,0.7793,0
7317,"2",110,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",671.5,0.6715,1
7317,"2",111,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",805.7,0.8057,0
7317,"2",112,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good",NA,1084.1,1.0841,NA
7317,"2",113,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",588.9,0.5889,0
7317,"2",114,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",973.6,0.9736,0
7317,"2",115,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",649.8,0.6498,1
7317,"2",116,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good",NA,1084.1,1.0841,NA
7317,"2",117,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",786.1,0.7861,0
7317,"2",118,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"2",119,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",645.2,0.6452,0
7317,"2",120,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"3",1,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"3",2,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",480.4,0.4804,0
7317,"3",3,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",330.8,0.3308,1
7317,"3",4,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",566.2,0.5662,1
7317,"3",5,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",454.3,0.4543,1
7317,"3",6,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",476,0.476,1
7317,"3",7,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",618.2,0.6182,0
7317,"3",8,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",651.3,0.6513,1
7317,"3",9,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",545.1,0.5451,0
7317,"3",10,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",632.6,0.6326,1
7317,"3",11,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",802.1,0.8021,1
7317,"3",12,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",990.8,0.9908,0
7317,"3",13,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",823.6,0.8236,1
7317,"3",14,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",748.6,0.7486,1
7317,"3",15,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",932.4,0.9324,1
7317,"3",16,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good",NA,1084.1,1.0841,NA
7317,"3",17,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",906.3,0.9063,1
7317,"3",18,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"3",19,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",623.6,0.6236,1
7317,"3",20,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",845,0.845,1
7317,"3",21,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",698.6,0.6986,0
7317,"3",22,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",833.4,0.8334,1
7317,"3",23,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",826.8,0.8268,1
7317,"3",24,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",1056.2,1.0562,1
7317,"3",25,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"3",26,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",612.6,0.6126,1
7317,"3",27,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",581.7,0.5817,1
7317,"3",28,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",794,0.794,0
7317,"3",29,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",930.5,0.9305,0
7317,"3",30,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",886,0.886,1
7317,"3",31,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",992.4,0.9924,1
7317,"3",32,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",809,0.809,0
7317,"3",33,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",970,0.97,1
7317,"3",34,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",522.3,0.5223,1
7317,"3",35,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",649.3,0.6493,1
7317,"3",36,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",791,0.791,0
7317,"3",37,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7317,"3",38,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",890,0.89,1
7317,"3",39,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",852.4,0.8524,0
7317,"3",40,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1084.1,1.0841,NA
7317,"3",41,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",420.7,0.4207,0
7317,"3",42,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",609.9,0.6099,0
7317,"3",43,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",690.9,0.6909,1
7317,"3",44,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",789.3,0.7893,0
7317,"3",45,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",798.1,0.7981,1
7317,"3",46,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",962.7,0.9627,0
7317,"3",47,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",626.9,0.6269,1
7317,"3",48,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",632.1,0.6321,1
7317,"3",49,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",949.3,0.9493,1
7317,"3",50,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",653.1,0.6531,1
7317,"3",51,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",842.8,0.8428,1
7317,"3",52,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",668.3,0.6683,1
7317,"3",53,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",754.6,0.7546,0
7317,"3",54,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",894.3,0.8943,1
7317,"3",55,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",725.2,0.7252,0
7317,"3",56,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",988.2,0.9882,1
7317,"3",57,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",684.8,0.6848,1
7317,"3",58,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",967.4,0.9674,0
7317,"3",59,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",807.4,0.8074,1
7317,"3",60,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",788.1,0.7881,1
7317,"3",61,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",660.8,0.6608,1
7317,"3",62,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",726.7,0.7267,0
7317,"3",63,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",882.1,0.8821,1
7317,"3",64,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",684.8,0.6848,1
7317,"3",65,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",519.1,0.5191,1
