"Subject","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Task","extraIV1","Response","RT_ms","RT_sec","ACC"
7331,"1",92,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",535.6,0.5356,0
7331,"1",93,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",532,0.532,0
7331,"1",94,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",720.2,0.7202,1
7331,"1",95,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",568.3,0.5683,1
7331,"1",96,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",721.4,0.7214,1
7331,"1",97,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",705.4,0.7054,1
7331,"1",98,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",717.3,0.7173,1
7331,"1",99,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",757.4,0.7574,1
7331,"1",100,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1023.1,1.0231,NA
7331,"1",101,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",928.4,0.9284,1
7331,"1",102,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",668.7,0.6687,1
7331,"1",103,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",819.9,0.8199,1
7331,"1",104,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",557.8,0.5578,1
7331,"1",105,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",674.6,0.6746,0
7331,"1",106,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",657.8,0.6578,1
7331,"1",107,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",780.7,0.7807,1
7331,"1",108,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",585.9,0.5859,1
7331,"1",109,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",563.4,0.5634,1
7331,"1",110,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",732.4,0.7324,1
7331,"1",111,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",712.7,0.7127,0
7331,"1",112,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good",NA,1023.1,1.0231,NA
7331,"1",113,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",514.8,0.5148,1
7331,"1",114,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",746.9,0.7469,0
7331,"1",115,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",755.4,0.7554,1
7331,"1",116,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",520.2,0.5202,1
7331,"1",117,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",488.3,0.4883,0
7331,"1",118,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",699.7,0.6997,1
7331,"1",119,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",779.3,0.7793,1
7331,"1",120,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",664.6,0.6646,1
7331,"2",1,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1023.1,1.0231,NA
7331,"2",2,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",542.5,0.5425,1
7331,"2",3,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",575,0.575,1
7331,"2",4,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",564.3,0.5643,0
7331,"2",5,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",653.4,0.6534,0
7331,"2",6,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",635.9,0.6359,1
7331,"2",7,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",638.4,0.6384,1
7331,"2",8,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",552.8,0.5528,1
7331,"2",9,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",573.7,0.5737,0
7331,"2",10,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",746.9,0.7469,1
7331,"2",11,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",747.4,0.7474,1
7331,"2",12,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",556,0.556,1
7331,"2",13,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",528.8,0.5288,0
7331,"2",14,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",541,0.541,1
7331,"2",15,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",669.6,0.6696,1
7331,"2",16,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",780.8,0.7808,1
7331,"2",17,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",610,0.61,0
7331,"2",18,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",844,0.844,1
7331,"2",19,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",742.4,0.7424,1
7331,"2",20,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",727,0.727,1
7331,"2",21,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",619.3,0.6193,1
7331,"2",22,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",573.3,0.5733,0
7331,"2",23,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",558.2,0.5582,1
7331,"2",24,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",715,0.715,1
7331,"2",25,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",739.1,0.7391,1
7331,"2",26,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",731.7,0.7317,1
7331,"2",27,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",832.1,0.8321,0
7331,"2",28,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad",NA,1023.1,1.0231,NA
7331,"2",29,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",700.4,0.7004,1
7331,"2",30,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",524.1,0.5241,1
7331,"2",31,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",692.1,0.6921,1
7331,"2",32,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",627.7,0.6277,0
7331,"2",33,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",826,0.826,0
7331,"2",34,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",848.2,0.8482,1
7331,"2",35,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",606.8,0.6068,1
7331,"2",36,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",772.5,0.7725,1
7331,"2",37,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",677.6,0.6776,0
7331,"2",38,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",604.8,0.6048,0
7331,"2",39,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",794.5,0.7945,1
7331,"2",40,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",532,0.532,1
7331,"2",41,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",856.2,0.8562,0
7331,"2",42,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",651.2,0.6512,0
7331,"2",43,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",721.8,0.7218,1
7331,"2",44,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",506,0.506,1
7331,"2",45,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",917.8,0.9178,1
7331,"2",46,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",565.7,0.5657,0
7331,"2",47,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",718.9,0.7189,1
7331,"2",48,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",710.9,0.7109,1
7331,"2",49,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",906.8,0.9068,1
7331,"2",50,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",798.7,0.7987,1
7331,"2",51,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",652.4,0.6524,1
7331,"2",52,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",723,0.723,0
7331,"2",53,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",683.1,0.6831,1
7331,"2",54,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",782.5,0.7825,1
7331,"2",55,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",651.8,0.6518,1
7331,"2",56,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",978.4,0.9784,1
7331,"2",57,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",871.7,0.8717,1
7331,"2",58,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",582.9,0.5829,1
7331,"2",59,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",588.1,0.5881,1
7331,"2",60,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",565.6,0.5656,1
7331,"2",61,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",726.6,0.7266,1
7331,"2",62,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",730.9,0.7309,1
7331,"2",63,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",879.3,0.8793,1
7331,"2",64,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",786.6,0.7866,0
7331,"2",65,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",756.2,0.7562,1
7331,"2",66,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",776.9,0.7769,0
7331,"2",67,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",702.2,0.7022,1
7331,"2",68,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",709.8,0.7098,1
7331,"2",69,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good",NA,1023.1,1.0231,NA
7331,"2",70,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",783.8,0.7838,0
7331,"2",71,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",645.2,0.6452,1
7331,"2",72,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",827.8,0.8278,0
7331,"2",73,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",852.2,0.8522,1
7331,"2",74,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",634.9,0.6349,1
7331,"2",75,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",717.3,0.7173,1
7331,"2",76,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",981.3,0.9813,1
7331,"2",77,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",922.6,0.9226,0
7331,"2",78,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",914.8,0.9148,1
7331,"2",79,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",658.8,0.6588,1
7331,"2",80,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",733.7,0.7337,0
7331,"2",81,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",706.1,0.7061,0
7331,"2",82,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",757.9,0.7579,1
7331,"2",83,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",690.7,0.6907,1
7331,"2",84,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",910.1,0.9101,1
7331,"2",85,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",761.9,0.7619,1
7331,"2",86,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",867,0.867,1
7331,"2",87,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",789.8,0.7898,1
7331,"2",88,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad",NA,1023.1,1.0231,NA
7331,"2",89,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",725.5,0.7255,1
7331,"2",90,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",789.6,0.7896,1
7331,"2",91,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",647.1,0.6471,0
7331,"2",92,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1023.1,1.0231,NA
7331,"2",93,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",644,0.644,1
7331,"2",94,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",818.7,0.8187,0
7331,"2",95,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",572.6,0.5726,1
7331,"2",96,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",741.8,0.7418,1
7331,"2",97,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",918.2,0.9182,1
7331,"2",98,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",774.3,0.7743,1
7331,"2",99,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad",NA,1023.1,1.0231,NA
7331,"2",100,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",657.8,0.6578,1
7331,"2",101,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",692.7,0.6927,1
7331,"2",102,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",588.4,0.5884,1
7331,"2",103,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",821.8,0.8218,1
7331,"2",104,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",572,0.572,1
7331,"2",105,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",573.1,0.5731,1
7331,"2",106,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",654,0.654,1
7331,"2",107,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",708.8,0.7088,0
7331,"2",108,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",896.6,0.8966,1
7331,"2",109,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",712.2,0.7122,1
7331,"2",110,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",876,0.876,1
7331,"2",111,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",603.1,0.6031,1
7331,"2",112,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",784.9,0.7849,1
7331,"2",113,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",726.2,0.7262,1
7331,"2",114,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",750.3,0.7503,1
7331,"2",115,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",683,0.683,1
7331,"2",116,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",998.4,0.9984,0
7331,"2",117,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",836.2,0.8362,1
7331,"2",118,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",742.7,0.7427,1
7331,"2",119,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",855.2,0.8552,1
7331,"2",120,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",837.8,0.8378,1
7331,"3",1,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good",NA,1023.1,1.0231,NA
7331,"3",2,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",803.2,0.8032,1
7331,"3",3,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",801,0.801,0
7331,"3",4,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",590.8,0.5908,1
7331,"3",5,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",608.2,0.6082,0
7331,"3",6,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",662,0.662,0
7331,"3",7,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",696.9,0.6969,1
7331,"3",8,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",720.6,0.7206,0
7331,"3",9,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",808.6,0.8086,1
7331,"3",10,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",590.3,0.5903,1
7331,"3",11,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",711.8,0.7118,1
7331,"3",12,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",507.7,0.5077,1
7331,"3",13,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",631.5,0.6315,0
7331,"3",14,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",557.8,0.5578,0
7331,"3",15,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",578.5,0.5785,1
7331,"3",16,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",591.7,0.5917,1
7331,"3",17,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",761.2,0.7612,1
7331,"3",18,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",550.1,0.5501,1
7331,"3",19,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",538.7,0.5387,1
7331,"3",20,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",691.4,0.6914,1
7331,"3",21,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",483,0.483,1
7331,"3",22,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",662.4,0.6624,1
7331,"3",23,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",641.2,0.6412,1
7331,"3",24,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",707.7,0.7077,1
7331,"3",25,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",719.6,0.7196,1
7331,"3",26,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",735.6,0.7356,1
7331,"3",27,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",579.9,0.5799,1
7331,"3",28,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",713.2,0.7132,0
7331,"3",29,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",709,0.709,1
7331,"3",30,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",848.9,0.8489,1
7331,"3",31,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",463.5,0.4635,1
7331,"3",32,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",754.4,0.7544,1
7331,"3",33,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",679.2,0.6792,1
7331,"3",34,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",830.4,0.8304,1
7331,"3",35,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",724.6,0.7246,1
7331,"3",36,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",868.6,0.8686,1
7331,"3",37,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",683.9,0.6839,1
7331,"3",38,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",951.2,0.9512,1
7331,"3",39,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",572,0.572,1
7331,"3",40,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",677,0.677,1
7331,"3",41,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",804.1,0.8041,1
7331,"3",42,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",921.9,0.9219,1
7331,"3",43,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",826,0.826,1
7331,"3",44,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",856.2,0.8562,1
7331,"3",45,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",771,0.771,1
7331,"3",46,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",764.2,0.7642,1
7331,"3",47,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",661.1,0.6611,1
7331,"3",48,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",664.1,0.6641,1
7331,"3",49,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",810.9,0.8109,1
7331,"3",50,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",644.9,0.6449,0
