Subject,Group,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,489.062999957241,0.489062999957241,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,756.743900012225,0.756743900012225,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,769.619699916802,0.769619699916802,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,585.816800012253,0.585816800012253,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,790.662300074473,0.790662300074473,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,851.968400063924,0.851968400063924,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,577.20459997654,0.57720459997654,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,546.026499941945,0.546026499941945,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,512.502899975516,0.512502899975516,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,694.505200022832,0.694505200022832,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,543.476600083522,0.543476600083522,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,569.627700024284,0.569627700024284,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,568.335000076331,0.568335000076331,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,821.846599923447,0.821846599923447,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,565.0755999377,0.5650755999377,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,486.126200063154,0.486126200063154,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,430.865500005893,0.430865500005893,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,708.158000023104,0.708158000023104,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,523.900300031528,0.523900300031528,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,437.966800061986,0.437966800061986,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,513.642200035974,0.513642200035974,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,375.709499930963,0.375709499930963,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,834.86270008143,0.83486270008143,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,581.023900071159,0.581023900071159,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,541.088100057095,0.541088100057095,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,511.092100059614,0.511092100059614,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,229.383899946697,0.229383899946697,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,256.356699974276,0.256356699974276,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,466.75620006863,0.46675620006863,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,385.953199933283,0.385953199933283,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,304.590500076301,0.304590500076301,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,329.890199936926,0.329890199936926,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,454.272900009528,0.454272900009528,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,580.785900005139,0.580785900005139,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,364.572999998927,0.364572999998927,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,718.732699984685,0.718732699984685,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,598.269700072706,0.598269700072706,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,503.105400013737,0.503105400013737,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,480.919399997219,0.480919399997219,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,356.285199988633,0.356285199988633,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,556.838599964976,0.556838599964976,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,515.819699969143,0.515819699969143,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,649.458999978378,0.649458999978378,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,797.04119998496,0.79704119998496,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,350.097700022161,0.350097700022161,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,654.025700059719,0.654025700059719,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,719.76329991594,0.71976329991594,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,582.555399974808,0.582555399974808,1
33,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,753.057499998249,0.753057499998249,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,684.849499957636,0.684849499957636,1
33,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,875.144499936141,0.875144499936141,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,766.569499974139,0.766569499974139,0
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,615.35500001628,0.61535500001628,0
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,408.933000057004,0.408933000057004,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,889.658000087366,0.889658000087366,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,760.462500038557,0.760462500038557,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,578.539200010709,0.578539200010709,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,409.515099949203,0.409515099949203,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,499.882999924012,0.499882999924012,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,923.928000032902,0.923928000032902,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,463.912500068545,0.463912500068545,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,424.470499972813,0.424470499972813,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,309.501999989152,0.309501999989152,1
33,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,526.482599903829,0.526482599903829,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,436.357800033875,0.436357800033875,0
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,939.33520000428,0.93933520000428,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,556.006100028753,0.556006100028753,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,789.474799996242,0.789474799996242,0
33,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,681.655399966985,0.681655399966985,0
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,866.398000041954,0.866398000041954,1
33,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,872.835000045598,0.872835000045598,1
33,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,574.553500046022,0.574553500046022,1
