"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","673","0.673","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","637","0.637","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","690","0.69","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","556","0.556","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","535","0.535","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","558","0.558","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","915","0.915","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","785","0.785","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","581","0.581","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","539","0.539","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","564","0.564","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","778","0.778","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","621","0.621","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","500","0.5","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","632","0.632","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","575","0.575","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","489","0.489","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","608","0.608","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","639","0.639","0"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","439","0.439","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","742","0.742","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","481","0.481","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","428","0.428","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","803","0.803","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","780","0.78","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","902","0.902","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","628","0.628","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","501","0.501","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","395","0.395","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","618","0.618","0"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","558","0.558","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","478","0.478","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","633","0.633","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","811","0.811","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","506","0.506","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","719","0.719","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","653","0.653","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","632","0.632","0"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","684","0.684","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","560","0.56","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","1040","1.04","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","603","0.603","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","534","0.534","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","552","0.552","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","576","0.576","0"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","737","0.737","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","687","0.687","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","695","0.695","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","660","0.66","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","644","0.644","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","588","0.588","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","768","0.768","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","774","0.774","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","556","0.556","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","677","0.677","0"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","624","0.624","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","885","0.885","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","666","0.666","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1001","1.001","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","628","0.628","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","726","0.726","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","718","0.718","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","684","0.684","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","645","0.645","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","911","0.911","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","702","0.702","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","914","0.914","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","745","0.745","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","632","0.632","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","975","0.975","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","954","0.954","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","602","0.602","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","704","0.704","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","847","0.847","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","810","0.81","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","810","0.81","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","796","0.796","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","766","0.766","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","708","0.708","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","655","0.655","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","823","0.823","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","782","0.782","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","890","0.89","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","871","0.871","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","737","0.737","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","628","0.628","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","731","0.731","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","680","0.68","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","761","0.761","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","905","0.905","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","688","0.688","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","1009","1.009","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","656","0.656","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","676","0.676","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","887","0.887","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","947","0.947","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","831","0.831","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","600","0.6","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","622","0.622","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","518","0.518","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","615","0.615","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","731","0.731","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","673","0.673","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","722","0.722","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","583","0.583","0"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","629","0.629","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","509","0.509","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","554","0.554","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","709","0.709","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","735","0.735","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","638","0.638","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","585","0.585","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","699","0.699","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","586","0.586","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","588","0.588","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","546","0.546","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","457","0.457","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","425","0.425","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","507","0.507","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","671","0.671","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","476","0.476","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","439","0.439","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","582","0.582","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","637","0.637","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","440","0.44","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","482","0.482","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","732","0.732","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","501","0.501","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","388","0.388","0"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","472","0.472","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","602","0.602","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","774","0.774","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","687","0.687","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","659","0.659","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","478","0.478","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","861","0.861","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","819","0.819","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","624","0.624","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","538","0.538","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","542","0.542","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","574","0.574","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","579","0.579","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","555","0.555","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","743","0.743","0"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","761","0.761","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","770","0.77","0"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","770","0.77","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","570","0.57","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","623","0.623","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","609","0.609","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","520","0.52","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","626","0.626","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","567","0.567","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","491","0.491","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","673","0.673","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","559","0.559","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","519","0.519","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","630","0.63","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","707","0.707","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","844","0.844","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","779","0.779","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","512","0.512","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","494","0.494","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","588","0.588","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","535","0.535","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","479","0.479","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","498","0.498","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","627","0.627","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","728","0.728","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","459","0.459","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","468","0.468","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","507","0.507","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","694","0.694","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","485","0.485","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","749","0.749","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","996","0.996","0"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","727","0.727","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","529","0.529","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","573","0.573","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","540","0.54","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","688","0.688","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","533","0.533","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","533","0.533","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","482","0.482","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","836","0.836","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","512","0.512","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","613","0.613","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","645","0.645","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","489","0.489","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","487","0.487","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","812","0.812","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","442","0.442","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","535","0.535","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","467","0.467","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","477","0.477","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","504","0.504","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","428","0.428","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","658","0.658","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","514","0.514","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","433","0.433","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","316","0.316","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","462","0.462","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","380","0.38","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","248","0.248","0"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","306","0.306","0"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","529","0.529","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","422","0.422","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","452","0.452","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","443","0.443","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","478","0.478","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","548","0.548","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","276","0.276","0"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","525","0.525","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","426","0.426","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","549","0.549","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","602","0.602","0"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","782","0.782","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","709","0.709","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","717","0.717","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","780","0.78","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","684","0.684","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","675","0.675","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","837","0.837","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","739","0.739","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","661","0.661","0"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","813","0.813","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","630","0.63","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","695","0.695","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","1017","1.017","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","732","0.732","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","627","0.627","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","599","0.599","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","801","0.801","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","540","0.54","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","753","0.753","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","731","0.731","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","621","0.621","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","595","0.595","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","820","0.82","0"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","723","0.723","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","689","0.689","0"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","579","0.579","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","651","0.651","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","483","0.483","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","793","0.793","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","791","0.791","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","585","0.585","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","755","0.755","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","610","0.61","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","682","0.682","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","498","0.498","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","706","0.706","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","629","0.629","0"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","532","0.532","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","648","0.648","1"
"472768231","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","838","0.838","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","825","0.825","0"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","632","0.632","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","527","0.527","1"
