"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","533","0.533","1"
"472768231","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","803","0.803","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","608","0.608","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","682","0.682","0"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","605","0.605","1"
"472768231","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","639","0.639","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","478","0.478","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","901","0.901","1"
"472768231","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","675","0.675","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","1227","1.227","1"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","619","0.619","1"
"472768231","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","847","0.847","1"
"472768231","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","741","0.741","1"
"472768231","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","731","0.731","1"
"472768231","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","884","0.884","0"
"472768231","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","546","0.546","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","658","0.658","0"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","1130","1.13","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","784","0.784","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","591","0.591","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","432","0.432","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","334","0.334","0"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","451","0.451","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","620","0.62","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","829","0.829","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","468","0.468","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","413","0.413","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","345","0.345","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","340","0.34","0"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","676","0.676","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","446","0.446","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","375","0.375","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","457","0.457","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","548","0.548","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","663","0.663","0"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","905","0.905","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","622","0.622","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","793","0.793","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","477","0.477","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","555","0.555","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","419","0.419","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","368","0.368","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","714","0.714","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","396","0.396","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","615","0.615","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","538","0.538","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","769","0.769","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","416","0.416","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","457","0.457","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","399","0.399","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","850","0.85","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","391","0.391","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","586","0.586","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","423","0.423","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","623","0.623","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","413","0.413","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","414","0.414","0"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","471","0.471","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","432","0.432","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","437","0.437","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","372","0.372","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","630","0.63","0"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","460","0.46","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","397","0.397","1"
"496480794","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","362","0.362","1"
"496480794","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","446","0.446","1"
"496480794","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","394","0.394","1"
