"Subject","Condition","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC","Arouse","Valence"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","493","0.493","0","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","324","0.324","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","963","0.963","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","747","0.747","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","545","0.545","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","396","0.396","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","473","0.473","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","375","0.375","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","583","0.583","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","471","0.471","0","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","464","0.464","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","815","0.815","0","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","572","0.572","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","708","0.708","0","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","602","0.602","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","649","0.649","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","485","0.485","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","484","0.484","0","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","365","0.365","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","470","0.47","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","504","0.504","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","524","0.524","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","732","0.732","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","609","0.609","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","419","0.419","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","470","0.47","0","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","331","0.331","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","667","0.667","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","726","0.726","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","719","0.719","0","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","540","0.54","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","461","0.461","0","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","775","0.775","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","384","0.384","0","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","528","0.528","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","476","0.476","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","726","0.726","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","569","0.569","0","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","602","0.602","0","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","906","0.906","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","566","0.566","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","805","0.805","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","532","0.532","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","808","0.808","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","795","0.795","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","542","0.542","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","924","0.924","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","798","0.798","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","473","0.473","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","886","0.886","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","478","0.478","0","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","520","0.52","0","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","629","0.629","0","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","509","0.509","0","5","6"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","616","0.616","0","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","729","0.729","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","529","0.529","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","523","0.523","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","467","0.467","0","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","646","0.646","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","413","0.413","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","497","0.497","1","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","537","0.537","0","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","475","0.475","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","600","0.6","1","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","485","0.485","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","637","0.637","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","529","0.529","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","414","0.414","0","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","283","0.283","1","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","405","0.405","0","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","651","0.651","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","687","0.687","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","690","0.69","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","521","0.521","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","527","0.527","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","456","0.456","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","411","0.411","0","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","704","0.704","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","494","0.494","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","642","0.642","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","461","0.461","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","588","0.588","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","406","0.406","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","667","0.667","1","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","515","0.515","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","702","0.702","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","452","0.452","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","429","0.429","1","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","454","0.454","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","545","0.545","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","566","0.566","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","569","0.569","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","463","0.463","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","620","0.62","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","569","0.569","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","648","0.648","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","826","0.826","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","426","0.426","1","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","372","0.372","0","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","200","0.2","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","557","0.557","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","737","0.737","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","780","0.78","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","353","0.353","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","582","0.582","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","645","0.645","0","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","501","0.501","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","538","0.538","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","384","0.384","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","556","0.556","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","433","0.433","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","707","0.707","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","562","0.562","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","375","0.375","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","417","0.417","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","905","0.905","1","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","493","0.493","1","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","435","0.435","1","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","734","0.734","0","3","7"
"30","S3","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","607","0.607","0","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","387","0.387","0","3","7"
"30","S3","self-matching","Matching","Stranger","Stranger","Stranger","serenity","635","0.635","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","389","0.389","0","3","7"
"30","S3","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","550","0.55","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","898","0.898","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","637","0.637","1","3","7"
"30","S3","self-matching","Matching","Self","Self","Self","serenity","711","0.711","1","3","7"
"30","S3","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","803","0.803","0","3","7"
"30","S3","self-matching","Nonmatching","Self","Self","Self","serenity","449","0.449","1","3","7"
