"Subject","Condition","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC","Arouse","Valence"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","593","0.593","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","445","0.445","0","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","653","0.653","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","580","0.58","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","271","0.271","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","405","0.405","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","443","0.443","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","813","0.813","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","658","0.658","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","627","0.627","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","809","0.809","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","481","0.481","0","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","736","0.736","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","615","0.615","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","466","0.466","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","454","0.454","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","511","0.511","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","760","0.76","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","947","0.947","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","638","0.638","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","620","0.62","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","975","0.975","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","599","0.599","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","432","0.432","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","459","0.459","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","396","0.396","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","316","0.316","0","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","591","0.591","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","345","0.345","0","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","328","0.328","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","433","0.433","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","624","0.624","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","428","0.428","0","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","300","0.3","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","887","0.887","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","655","0.655","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","625","0.625","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","648","0.648","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","374","0.374","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","310","0.31","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","264","0.264","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","490","0.49","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","777","0.777","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","767","0.767","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","986","0.986","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","470","0.47","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","690","0.69","0","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","580","0.58","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","771","0.771","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","956","0.956","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","772","0.772","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","777","0.777","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","453","0.453","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","588","0.588","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","458","0.458","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","483","0.483","0","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","246","0.246","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","579","0.579","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","600","0.6","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","419","0.419","0","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","396","0.396","0","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","600","0.6","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","581","0.581","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","571","0.571","0","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","251","0.251","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","831","0.831","1","5","3"
"30","S2","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","610","0.61","1","5","3"
"30","S2","self-matching","Nonmatching","Self","Self","Self","anxious","481","0.481","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","611","0.611","1","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","358","0.358","0","5","3"
"30","S2","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","470","0.47","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","834","0.834","1","5","3"
"30","S2","self-matching","Matching","Self","Self","Self","anxious","468","0.468","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","339","0.339","1","5","3"
"30","S2","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","385","0.385","1","5","3"
"30","S2","self-matching","Matching","Stranger","Stranger","Stranger","anxious","365","0.365","1","5","3"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","496","0.496","0","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","519","0.519","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","681","0.681","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","487","0.487","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","668","0.668","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","525","0.525","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","618","0.618","0","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","627","0.627","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","563","0.563","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","484","0.484","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","673","0.673","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","948","0.948","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","671","0.671","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","609","0.609","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","644","0.644","0","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","584","0.584","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","560","0.56","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","403","0.403","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","322","0.322","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","653","0.653","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","600","0.6","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","444","0.444","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","537","0.537","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","290","0.29","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","487","0.487","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","885","0.885","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","532","0.532","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","575","0.575","0","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","474","0.474","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","657","0.657","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","583","0.583","0","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","432","0.432","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","477","0.477","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","492","0.492","0","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","548","0.548","0","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","665","0.665","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","768","0.768","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","665","0.665","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","718","0.718","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","563","0.563","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","505","0.505","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","610","0.61","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","781","0.781","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","440","0.44","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","537","0.537","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","524","0.524","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","829","0.829","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","539","0.539","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","651","0.651","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","680","0.68","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","697","0.697","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","793","0.793","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","744","0.744","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","485","0.485","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","608","0.608","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","493","0.493","0","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","572","0.572","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","747","0.747","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","555","0.555","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","932","0.932","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","792","0.792","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","612","0.612","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","723","0.723","0","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","449","0.449","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","596","0.596","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","453","0.453","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","374","0.374","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","668","0.668","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","547","0.547","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","429","0.429","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","477","0.477","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","428","0.428","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","663","0.663","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","525","0.525","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","445","0.445","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","532","0.532","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","618","0.618","0","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","533","0.533","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","620","0.62","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","516","0.516","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","468","0.468","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","507","0.507","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","533","0.533","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","461","0.461","0","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","615","0.615","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","548","0.548","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","742","0.742","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","764","0.764","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","479","0.479","0","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","605","0.605","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","521","0.521","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","514","0.514","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","682","0.682","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","803","0.803","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","728","0.728","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","473","0.473","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","574","0.574","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","545","0.545","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","642","0.642","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","504","0.504","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","528","0.528","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","522","0.522","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","481","0.481","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","454","0.454","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","360","0.36","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","507","0.507","1","1","1"
"30","S1","self-matching","Nonmatching","Self","Self","Self","happy","487","0.487","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","629","0.629","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","562","0.562","1","1","1"
"30","S1","self-matching","Matching","Stranger","Stranger","Stranger","happy","664","0.664","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","561","0.561","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","509","0.509","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","566","0.566","0","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","480","0.48","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","560","0.56","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","528","0.528","1","1","1"
"30","S1","self-matching","Matching","Self","Self","Self","happy","616","0.616","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","806","0.806","1","1","1"
"30","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","happy","617","0.617","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","517","0.517","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","895","0.895","0","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","800","0.8","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","468","0.468","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","376","0.376","0","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","462","0.462","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","643","0.643","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","533","0.533","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","465","0.465","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","587","0.587","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","611","0.611","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","528","0.528","0","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","598","0.598","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","454","0.454","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","593","0.593","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","491","0.491","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","702","0.702","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","417","0.417","1","1","1"
"30","S1","self-matching","Matching","Familiar","Familiar","Celebrity","happy","602","0.602","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","752","0.752","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","486","0.486","1","1","1"
"30","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","happy","343","0.343","0","1","1"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","629","0.629","0","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","402","0.402","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","766","0.766","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","438","0.438","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","396","0.396","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","445","0.445","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","560","0.56","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","581","0.581","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","553","0.553","0","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","538","0.538","0","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","578","0.578","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","534","0.534","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","543","0.543","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","749","0.749","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","610","0.61","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","723","0.723","0","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","362","0.362","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","740","0.74","0","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","386","0.386","0","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","347","0.347","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","479","0.479","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","792","0.792","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","649","0.649","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","503","0.503","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","710","0.71","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","603","0.603","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","606","0.606","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","445","0.445","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","435","0.435","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","676","0.676","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","455","0.455","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","571","0.571","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","502","0.502","0","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","499","0.499","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","382","0.382","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","651","0.651","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","442","0.442","0","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","253","0.253","0","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","540","0.54","0","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","611","0.611","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","614","0.614","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","737","0.737","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","601","0.601","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","754","0.754","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","689","0.689","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","672","0.672","0","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","311","0.311","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","681","0.681","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","704","0.704","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","608","0.608","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","645","0.645","0","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","413","0.413","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","710","0.71","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","464","0.464","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","773","0.773","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","658","0.658","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","571","0.571","0","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","406","0.406","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","720","0.72","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","607","0.607","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","773","0.773","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","551","0.551","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","557","0.557","0","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","644","0.644","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","728","0.728","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","762","0.762","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","491","0.491","1","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","747","0.747","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","620","0.62","0","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","581","0.581","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","633","0.633","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","683","0.683","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","548","0.548","0","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","496","0.496","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","465","0.465","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","947","0.947","0","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","433","0.433","1","5","6"
"30","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","405","0.405","1","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","421","0.421","1","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","619","0.619","0","5","6"
"30","S4","self-matching","Matching","Self","Self","Self","depression","988","0.988","0","5","6"
"30","S4","self-matching","Nonmatching","Self","Self","Self","depression","443","0.443","0","5","6"
"30","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","691","0.691","1","5","6"
"30","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","949","0.949","1","5","6"
"30","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","687","0.687","0","5","6"
